Results of initialisedConsistencyLeiden4 on graphs generated using TestCreationDestruction
n_graphs, step_size, k_gen, density, seed, k_cluster, modularity, consistency, iterations
32, 2, 7, 0.5, 2, 0, 0.3329031186052171, 0.7385977584455171, 1
32, 2, 7, 0.5, 0, 0, 0.33703118360567014, 0.7244451676403354, 1
32, 2, 7, 0.5, 1, 0, 0.32923155874307725, 0.7314024003048006, 1
32, 2, 7, 0.5, 0, 0, 0.3472369442081062, 0.717757810515621, 2
32, 2, 7, 0.5, 2, 0, 0.34509419882756837, 0.7330454660909322, 2
32, 2, 7, 0.5, 1, 0, 0.3425466566191999, 0.7277551117602236, 2
32, 2, 7, 0.5, 0, 0, 0.35066405737410544, 0.7190833756667513, 3
32, 2, 7, 0.5, 1, 0, 0.34825805089428136, 0.7255921386842774, 3
32, 2, 7, 0.5, 2, 0, 0.34955305399607217, 0.735228282956566, 3
32, 2, 7, 0.5, 0, 0, 0.35281993047033194, 0.7220123190246382, 4
32, 2, 7, 0.5, 2, 0, 0.3519539704668018, 0.7340694056388112, 4
32, 2, 7, 0.5, 1, 0, 0.35112068963571563, 0.7273423609347218, 4
32, 2, 7, 0.5, 2, 0, 0.3529691453309173, 0.7336487172974346, 5
32, 2, 7, 0.5, 0, 0, 0.3543226132470672, 0.722381413512827, 5
32, 2, 7, 0.5, 1, 0, 0.3522576463815278, 0.7275011112522226, 5
32, 2, 7, 0.5, 2, 0, 0.35400723335874446, 0.7331407162814327, 6
32, 2, 7, 0.5, 0, 0.513417119032592, 0.295722679132168, 0.9131516700533401, 1
32, 2, 7, 0.5, 0, 0.36787944117144233, 0.3179795801087142, 0.8719242125984252, 1
32, 2, 7, 0.5, 0, 0, 0.3554534590882492, 0.7239371666243334, 6
32, 2, 7, 0.5, 1, 0.513417119032592, 0.28812910266496594, 0.9139136715773432, 1
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.3370195093787631, 0.7582192976885954, 1
32, 2, 7, 0.5, 2, 0.049787068367863944, 0.33667395438902276, 0.7603386144272287, 1
32, 2, 7, 0.5, 0, 0.05881647164242988, 0.3409312065361664, 0.7673712534925067, 1
32, 2, 7, 0.5, 0, 0.042143843509276406, 0.34170756529206814, 0.760271145542291, 1
32, 2, 7, 0.5, 0, 0.11455884399268773, 0.3391935612127678, 0.7941841821183641, 1
32, 2, 7, 0.5, 1, 0, 0.35341845342848416, 0.7268899225298453, 6
32, 2, 7, 0.5, 0, 0.6065306597126334, 0.26565307825742956, 0.9425641351282701, 1
32, 2, 7, 0.5, 0, 0.1598797460796939, 0.3382738497976478, 0.8093051498602997, 1
32, 2, 7, 0.5, 2, 0.513417119032592, 0.29225320514005926, 0.9099171323342647, 1
32, 2, 7, 0.5, 0, 0.09697196786440505, 0.3405679121537169, 0.7827144716789434, 1
32, 2, 7, 0.5, 2, 0, 0.35485571190909965, 0.7337717487934977, 7
32, 2, 7, 0.5, 1, 0.4345982085070782, 0.30251090509344575, 0.8952049466598934, 1
32, 2, 7, 0.5, 0, 0.18887560283756183, 0.333878392087048, 0.8259699644399287, 1
32, 2, 7, 0.5, 2, 0.3114032239145977, 0.3171383929775604, 0.8638477901955807, 1
32, 2, 7, 0.5, 2, 0.09697196786440505, 0.33516774053979603, 0.7807539052578105, 1
32, 2, 7, 0.5, 1, 0.042143843509276406, 0.33449451992017243, 0.7566794196088392, 1
32, 2, 7, 0.5, 1, 0.6065306597126334, 0.26667452108960693, 0.9370078740157479, 1
32, 2, 7, 0.5, 0, 0.22313016014842982, 0.33037692273781843, 0.8399241173482346, 1
32, 2, 7, 0.5, 1, 0.05881647164242988, 0.3352227219733674, 0.7699231648463297, 1
32, 2, 7, 0.5, 1, 0.035673993347252395, 0.3345244550559074, 0.756961201422403, 1
32, 2, 7, 0.5, 2, 0.0820849986238988, 0.33509060623641973, 0.7759318643637287, 1
32, 2, 7, 0.5, 1, 0.11455884399268773, 0.3332453141166319, 0.7917751460502921, 1
32, 2, 7, 0.5, 0, 0, 0.3560753742449772, 0.7256119824739651, 7
32, 2, 7, 0.5, 2, 0.06948345122280154, 0.3360213300122277, 0.763525527051054, 1
32, 2, 7, 0.5, 2, 0.6065306597126334, 0.25711037336369374, 0.9454057658115314, 1
32, 2, 7, 0.5, 1, 0.1353352832366127, 0.33026917699487424, 0.8004032258064516, 1
