Results of clusterVariance on graphs generated using MergingSplitting
n_graphs, step_size, k_gen, density, seed, k_cluster, modularity, consistency, iterations
32, 2, 7, 0.5, 0, 1, 0.3264395283839121, 0.7521312230124461, 1
32, 2, 7, 0.5, 0, 1, 0.3389705139320491, 0.7477655892811785, 2
32, 2, 7, 0.5, 1, 1, 0.32372374561906403, 0.7516549720599444, 1
32, 2, 7, 0.5, 1, 1, 0.3357133542628675, 0.7485791846583693, 2
32, 2, 7, 0.5, 2, 1, 0.3256916059450584, 0.7549371348742696, 1
32, 2, 7, 0.5, 2, 1, 0.3372270066191333, 0.7540163830327662, 2
32, 2, 7, 0.5, 0, 2, 0.3259186975682447, 0.7663790640081279, 1
32, 2, 7, 0.5, 0, 2, 0.33718262294482254, 0.7639978092456183, 2
32, 2, 7, 0.5, 1, 2, 0.32179809083396466, 0.763323120396241, 1
32, 2, 7, 0.5, 1, 2, 0.3354665259081557, 0.7596996443992887, 2
32, 2, 7, 0.5, 2, 2, 0.32554243763331325, 0.7645534353568707, 1
32, 2, 7, 0.5, 2, 2, 0.33779227914856486, 0.7635771209042417, 2
32, 2, 7, 0.5, 0, 3, 0.32505707205248624, 0.7700541338582677, 1
32, 2, 7, 0.5, 0, 3, 0.33742949793502397, 0.7684666306832613, 2
32, 2, 7, 0.5, 1, 3, 0.32097595410544505, 0.7704311658623318, 1
32, 2, 7, 0.5, 1, 3, 0.33493842642772875, 0.7625968376936755, 2
32, 2, 7, 0.5, 2, 3, 0.3250642621415965, 0.7672839408178816, 1
32, 2, 7, 0.5, 2, 3, 0.337634285292245, 0.7676252540005079, 2
32, 2, 7, 0.5, 0, 4, 0.3262637253985532, 0.7752452692405387, 1
32, 2, 7, 0.5, 0, 4, 0.3363395373625696, 0.7726893891287783, 2
32, 2, 7, 0.5, 1, 4, 0.3209658278792428, 0.773856203962408, 1
32, 2, 7, 0.5, 1, 4, 0.33456667632148057, 0.7673037846075691, 2
32, 2, 7, 0.5, 2, 4, 0.32555178400274937, 0.7737530162560324, 1
32, 2, 7, 0.5, 2, 4, 0.3380609917131116, 0.768871443992888, 2
32, 2, 7, 0.5, 0, 5, 0.3269428464472918, 0.7769359601219205, 1
32, 2, 7, 0.5, 0, 5, 0.3362835826472097, 0.7743721424942851, 2
32, 2, 7, 0.5, 1, 5, 0.3214182186377557, 0.7750388938277875, 1
32, 2, 7, 0.5, 1, 5, 0.3344781458258407, 0.7696850393700787, 2
32, 2, 7, 0.5, 2, 5, 0.3253597235679017, 0.7756977076454153, 1
32, 2, 7, 0.5, 2, 5, 0.33789698876587315, 0.772879889509779, 2
32, 2, 7, 0.5, 0, 6, 0.32762074194647617, 0.7791664020828043, 1
32, 2, 7, 0.5, 0, 6, 0.33619799235030917, 0.7767533972567946, 2
32, 2, 7, 0.5, 1, 6, 0.3210909864146278, 0.7759993332486663, 1
32, 2, 7, 0.5, 1, 6, 0.33459139587242304, 0.7728282956565913, 2
32, 2, 7, 0.5, 2, 6, 0.32416338833126496, 0.7767613347726695, 1
32, 2, 7, 0.5, 2, 6, 0.3377900539255919, 0.7738720789941582, 2
32, 2, 7, 0.5, 0, 7, 0.32720188923107907, 0.7810793434086868, 1
32, 2, 7, 0.5, 0, 7, 0.33648685328456257, 0.7776900241300481, 2
32, 2, 7, 0.5, 1, 7, 0.3198973528328627, 0.7799839662179323, 1
32, 2, 7, 0.5, 1, 7, 0.3341217023915348, 0.7737728600457202, 2
32, 2, 7, 0.5, 2, 7, 0.32344635366899205, 0.7778328994157989, 1
32, 2, 7, 0.5, 2, 7, 0.3377165693897621, 0.7739077978155958, 2
32, 2, 7, 0.5, 0, 8, 0.32641406331552053, 0.7812380937261874, 1
32, 2, 7, 0.5, 0, 8, 0.3363709522438649, 0.7777773368046732, 2
32, 2, 7, 0.5, 1, 8, 0.3200623132904579, 0.7810872809245617, 1
32, 2, 7, 0.5, 1, 8, 0.334124576440179, 0.7744396113792227, 2
32, 2, 7, 0.5, 2, 8, 0.3229967527640312, 0.7780948374396749, 1
32, 2, 7, 0.5, 2, 8, 0.33743550999039823, 0.7759080518161038, 2
