Results of consistencyLeiden3_1_2 on graphs generated using GirvanNewmanBenchmark
n_graphs, step_size, k_gen, density, seed, k_cluster, modularity, consistency, iterations
32, 2, 7, 0.5, 2, 0.0820849986238988, 0.3340131144967831, 0.7897748920497841, 1
32, 2, 7, 0.5, 2, 0, 0.3352790468859609, 0.7587511112522226, 1
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.33574951960345495, 0.770224790449581, 1
32, 2, 7, 0.5, 1, 0.09697196786440505, 0.3320109494774311, 0.7972202819405639, 1
32, 2, 7, 0.5, 0, 0, 0.33610298978086584, 0.7564254191008383, 1
32, 2, 7, 0.5, 0, 0.09697196786440505, 0.3336902150094595, 0.8000500063500127, 1
32, 2, 7, 0.5, 0, 0.06948345122280154, 0.33677938769927535, 0.790858362966726, 1
32, 2, 7, 0.5, 1, 0, 0.33248031159327396, 0.7684705994411988, 1
32, 2, 7, 0.5, 1, 0.0820849986238988, 0.3315836620066524, 0.7982243776987554, 1
32, 2, 7, 0.5, 2, 0.11455884399268773, 0.3328261285121853, 0.8038600139700278, 1
32, 2, 7, 0.5, 1, 0.049787068367863944, 0.3330433033204815, 0.7837661925323851, 1
32, 2, 7, 0.5, 0, 0.0820849986238988, 0.33880060981005206, 0.7879611696723394, 1
32, 2, 7, 0.5, 2, 0.18887560283756183, 0.32921090552089033, 0.8252436817373634, 1
32, 2, 7, 0.5, 0, 0.11455884399268773, 0.3359725942811498, 0.7999388811277622, 1
32, 2, 7, 0.5, 1, 0.035673993347252395, 0.33232563829340933, 0.7840122555245111, 1
32, 2, 7, 0.5, 2, 0.3114032239145977, 0.3217570647407112, 0.8504572009144017, 1
32, 2, 7, 0.5, 2, 0.0820849986238988, 0.34533779745640736, 0.7897907670815342, 2
32, 2, 7, 0.5, 0, 0.1353352832366127, 0.33236123933604295, 0.8083367729235459, 1
32, 2, 7, 0.5, 2, 0.09697196786440505, 0.3343856428119087, 0.8007008826517651, 1
32, 2, 7, 0.5, 1, 0.18887560283756183, 0.3259296078203053, 0.8263033401066803, 1
32, 2, 7, 0.5, 0, 0.22313016014842982, 0.32872471550493154, 0.8379714884429769, 1
32, 2, 7, 0.5, 0, 0.042143843509276406, 0.3375975831737029, 0.7739435166370334, 1
32, 2, 7, 0.5, 1, 0.3114032239145977, 0.3175455506823341, 0.8566325882651767, 1
32, 2, 7, 0.5, 2, 0, 0.3470175522182738, 0.7548934785369572, 2
32, 2, 7, 0.5, 2, 0.05881647164242988, 0.33452914619755636, 0.7817064071628144, 1
32, 2, 7, 0.5, 0, 0.26359713811572677, 0.3258708480234478, 0.8443810325120652, 1
32, 2, 7, 0.5, 1, 0.09697196786440505, 0.3440892801565564, 0.79498983997968, 2
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.34787305733174084, 0.7674784099568197, 2
32, 2, 7, 0.5, 0, 0, 0.3477627692190233, 0.7526035052070104, 2
32, 2, 7, 0.5, 0, 0.035673993347252395, 0.3388066739606344, 0.775566738633477, 1
32, 2, 7, 0.5, 1, 0.0820849986238988, 0.3427787847788642, 0.7944659639319279, 2
32, 2, 7, 0.5, 1, 0, 0.34342568481250285, 0.7633826517653038, 2
32, 2, 7, 0.5, 0, 0.4345982085070782, 0.3120676031558241, 0.8761866586233172, 1
32, 2, 7, 0.5, 1, 1.0, 0.27572323526994347, 0.9270542291084582, 1
32, 2, 7, 0.5, 1, 0.11455884399268773, 0.33185392661790597, 0.806959613919228, 1
32, 2, 7, 0.5, 2, 0.11455884399268773, 0.34463739074510813, 0.8004032258064515, 2
32, 2, 7, 0.5, 2, 0.0820849986238988, 0.34655697682214615, 0.7913147701295403, 3
32, 2, 7, 0.5, 1, 0.049787068367863944, 0.34530280332745256, 0.7775709613919227, 2
32, 2, 7, 0.5, 0, 0.0820849986238988, 0.3499855422515061, 0.7913782702565406, 2
32, 2, 7, 0.5, 0, 0.09697196786440505, 0.3460462523457297, 0.796152686055372, 2
32, 2, 7, 0.5, 1, 0.035673993347252395, 0.34344790694901944, 0.7757334264668528, 2
32, 2, 7, 0.5, 0, 0.06948345122280154, 0.34944347549674776, 0.7902114554229107, 2
32, 2, 7, 0.5, 1, 0.7165313105737893, 0.29453247719831394, 0.9075715963931927, 1
32, 2, 7, 0.5, 0, 1.0, 0.280195369731264, 0.9257207264414532, 1
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.34896834697793616, 0.7682523177546356, 3
32, 2, 7, 0.5, 0, 0.11455884399268773, 0.34757880892175347, 0.7982640652781305, 2
32, 2, 7, 0.5, 2, 0, 0.34864157560232845, 0.7508810642621288, 3
32, 2, 7, 0.5, 2, 0.18887560283756183, 0.3399997622344867, 0.8237117411734821, 2
32, 2, 7, 0.5, 0, 0.042143843509276406, 0.34915504664970476, 0.7729235458470917, 2
32, 2, 7, 0.5, 2, 0.3114032239145977, 0.3332407689975258, 0.8454843472186944, 2
32, 2, 7, 0.5, 2, 0.06948345122280154, 0.3339609942295332, 0.7868419799339598, 1
32, 2, 7, 0.5, 2, 1.1813604128656459, 0.2694813248863028, 0.9337257112014226, 1
32, 2, 7, 0.5, 2, 0.05881647164242988, 0.3453469569135074, 0.7774122110744223, 2
32, 2, 7, 0.5, 0, 0.1353352832366127, 0.3451356864011338, 0.806769113538227, 2
32, 2, 7, 0.5, 1, 0.0820849986238988, 0.3448891120666309, 0.7909496443992887, 3
32, 2, 7, 0.5, 0, 0.22313016014842982, 0.339516663286055, 0.831232537465075, 2
32, 2, 7, 0.5, 0, 0.3114032239145977, 0.31979353460416904, 0.857212026924054, 1
32, 2, 7, 0.5, 2, 0.26359713811572677, 0.325690555637728, 0.8430991236982475, 1
32, 2, 7, 0.5, 0, 0.18887560283756183, 0.3319613636774737, 0.8203105156210312, 1
32, 2, 7, 0.5, 0, 0.035673993347252395, 0.3498662466534284, 0.772379826009652, 2
32, 2, 7, 0.5, 1, 0.09697196786440505, 0.3467503161219698, 0.7928030543561089, 3
32, 2, 7, 0.5, 1, 0, 0.34585651751486507, 0.7626762128524258, 3
32, 2, 7, 0.5, 0, 0.06948345122280154, 0.3517518032195145, 0.7834804419608838, 3
32, 2, 7, 0.5, 0, 0.0820849986238988, 0.3513986127492855, 0.7897153606807213, 3
32, 2, 7, 0.5, 2, 0.09697196786440505, 0.3455661366063412, 0.7939817754635511, 2
32, 2, 7, 0.5, 2, 1.0, 0.27779097536019626, 0.925184944119888, 1
32, 2, 7, 0.5, 0, 0, 0.3508790358584459, 0.7545045402590806, 3
32, 2, 7, 0.5, 0, 1.6487212707001282, 0.24698414463946428, 0.9506286512573027, 1
32, 2, 7, 0.5, 2, 0.11455884399268773, 0.34691492474242747, 0.7998872872745743, 3
32, 2, 7, 0.5, 1, 0.049787068367863944, 0.3464672037217514, 0.7802022479044957, 3
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.35013081149072933, 0.7666568770637542, 4
32, 2, 7, 0.5, 2, 0, 0.3491433832695507, 0.7525717551435105, 4
32, 2, 7, 0.5, 2, 0.0820849986238988, 0.3473737500079158, 0.7915528956057912, 4
32, 2, 7, 0.5, 1, 0.035673993347252395, 0.345588568943133, 0.7747412369824739, 3
32, 2, 7, 0.5, 2, 0.22313016014842982, 0.3264821869997796, 0.8355822961645921, 1
32, 2, 7, 0.5, 1, 0.3114032239145977, 0.3282908184075809, 0.852251079502159, 2
32, 2, 7, 0.5, 1, 0.36787944117144233, 0.31424390492676013, 0.8673204533909067, 1
32, 2, 7, 0.5, 0, 0.09697196786440505, 0.34806595112535055, 0.7968273749047499, 3
32, 2, 7, 0.5, 0, 0.042143843509276406, 0.3509607052436548, 0.7716456057912116, 3
32, 2, 7, 0.5, 0, 0.513417119032592, 0.30969027391846593, 0.8880095885191772, 1
32, 2, 7, 0.5, 0, 0.26359713811572677, 0.3365995417782665, 0.8431983426466851, 2
32, 2, 7, 0.5, 1, 0.11455884399268773, 0.34242363004041493, 0.8028717932435865, 2
32, 2, 7, 0.5, 0, 0.11455884399268773, 0.34912803839690126, 0.7986331597663195, 3
32, 2, 7, 0.5, 2, 0.05881647164242988, 0.34710641631278716, 0.775225425450851, 3
32, 2, 7, 0.5, 1, 0, 0.3466504904277006, 0.7617237109474221, 4
32, 2, 7, 0.5, 1, 0.0820849986238988, 0.34601982665060854, 0.7920370840741681, 4
32, 2, 7, 0.5, 0, 0.1353352832366127, 0.3470408048531065, 0.8071580518161039, 3
32, 2, 7, 0.5, 2, 0, 0.34984433942690557, 0.7520478790957583, 5
32, 2, 7, 0.5, 0, 0.06948345122280154, 0.35263709317429276, 0.7830875349250698, 4
32, 2, 7, 0.5, 0, 0.049787068367863944, 0.337292490930203, 0.7775630238760477, 1
32, 2, 7, 0.5, 0, 0.36787944117144233, 0.3202178940333272, 0.863260414020828, 1
32, 2, 7, 0.5, 0, 0.0820849986238988, 0.3523120477469104, 0.7895724853949709, 4
32, 2, 7, 0.5, 2, 0.09697196786440505, 0.3475394553832903, 0.7943310261620523, 3
32, 2, 7, 0.5, 1, 0.049787068367863944, 0.34746452141506334, 0.7797815595631189, 4
32, 2, 7, 0.5, 1, 0.18887560283756183, 0.3385599905404765, 0.8244578676657353, 2
32, 2, 7, 0.5, 1, 0.09697196786440505, 0.347469752485688, 0.7932912115824232, 4
32, 2, 7, 0.5, 2, 0.18887560283756183, 0.3420379465895544, 0.8224417386334771, 3
32, 2, 7, 0.5, 2, 0.36787944117144233, 0.3180384174341283, 0.8657924815849635, 1
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.3506783258063586, 0.7665338455676911, 5
32, 2, 7, 0.5, 1, 0.6065306597126334, 0.3003910920032344, 0.8986180784861573, 1
32, 2, 7, 0.5, 0, 0.4345982085070782, 0.32269948192628206, 0.8747618745237493, 2
32, 2, 7, 0.5, 0, 0.22313016014842982, 0.3420646128840431, 0.8282559690119381, 3
32, 2, 7, 0.5, 2, 0.11455884399268773, 0.34840374780823685, 0.8001254127508256, 4
32, 2, 7, 0.5, 0, 0, 0.3524011085524665, 0.752877349504699, 4
32, 2, 7, 0.5, 2, 0.3114032239145977, 0.3354541925227578, 0.8445120015240029, 3
32, 2, 7, 0.5, 1, 0.035673993347252395, 0.34654968463650526, 0.7756064262128524, 4
32, 2, 7, 0.5, 0, 1.3956124250860895, 0.25841097999459983, 0.9429967297434594, 1
32, 2, 7, 0.5, 0, 0.035673993347252395, 0.35179383906835754, 0.7713796990093982, 3
32, 2, 7, 0.5, 2, 0.0820849986238988, 0.34803003674266664, 0.7907353314706631, 5
32, 2, 7, 0.5, 1, 0.8464817248906141, 0.2850051422812348, 0.9175688976377954, 1
32, 2, 7, 0.5, 1, 0.0820849986238988, 0.3466972365613743, 0.7898304546609093, 5
32, 2, 7, 0.5, 0, 0.18887560283756183, 0.3439983878518747, 0.8185960121920244, 2
32, 2, 7, 0.5, 0, 0.11455884399268773, 0.349739054122513, 0.799752349504699, 4
32, 2, 7, 0.5, 0, 0.09697196786440505, 0.34959486892021346, 0.7946644018288039, 4
32, 2, 7, 0.5, 1, 2.718281828459045, 0.2037916395543152, 0.9691111569723138, 1
32, 2, 7, 0.5, 1, 0, 0.34730731639167184, 0.7619142113284227, 5
32, 2, 7, 0.5, 2, 0, 0.350262547011962, 0.7507858140716283, 6
32, 2, 7, 0.5, 0, 0.06948345122280154, 0.3534683168499461, 0.7823096583693167, 5
32, 2, 7, 0.5, 1, 0.11455884399268773, 0.34393246291508417, 0.8031615125730254, 3
32, 2, 7, 0.5, 0, 0.042143843509276406, 0.35156431474610245, 0.770165259080518, 4
32, 2, 7, 0.5, 2, 0.06948345122280154, 0.34668797125493267, 0.7806348425196852, 2
32, 2, 7, 0.5, 0, 0.0820849986238988, 0.35314228222153987, 0.7887588900177801, 5
32, 2, 7, 0.5, 2, 0.05881647164242988, 0.34817204967822696, 0.7766383032766068, 4
32, 2, 7, 0.5, 0, 0.1353352832366127, 0.3488255824376439, 0.8042172021844046, 4
32, 2, 7, 0.5, 1, 0.049787068367863944, 0.3482214630490681, 0.7796188404876808, 5
32, 2, 7, 0.5, 1, 1.9477340410546757, 0.23414806042236755, 0.9564071628143254, 1
32, 2, 7, 0.5, 2, 0.09697196786440505, 0.3485776396601347, 0.7943389636779272, 4
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.3512418848779101, 0.7673395034290069, 6
32, 2, 7, 0.5, 2, 0.18887560283756183, 0.3433640615212091, 0.8205922974345947, 4
32, 2, 7, 0.5, 0, 0, 0.3536618307563061, 0.7528416306832614, 5
32, 2, 7, 0.5, 1, 1.6487212707001282, 0.24254122246663923, 0.9514224028448057, 1
32, 2, 7, 0.5, 2, 0.11455884399268773, 0.34905706044911133, 0.8000857251714503, 5
32, 2, 7, 0.5, 0, 0.26359713811572677, 0.33943020740028895, 0.841789433578867, 3
32, 2, 7, 0.5, 0, 0.3114032239145977, 0.3327503165635192, 0.8490522606045211, 2
