Results of initialisedConsistencyLeiden3 on graphs generated using GirvanNewmanBenchmark
n_graphs, step_size, k_gen, density, seed, k_cluster, modularity, consistency, iterations
32, 2, 7, 0.5, 2, 0.18887560283756183, 0.33253721653888413, 0.8183340741681482, 1
32, 2, 7, 0.5, 0, 0.36787944117144233, 0.320907320083667, 0.8719400876301753, 1
32, 2, 7, 0.5, 0, 0.26359713811572677, 0.3309731603248941, 0.8521240792481587, 1
32, 2, 7, 0.5, 2, 0.26359713811572677, 0.3241473005003503, 0.843619030988062, 1
32, 2, 7, 0.5, 0, 0.049787068367863944, 0.3362301223451936, 0.753984632969266, 1
32, 2, 7, 0.5, 1, 0.035673993347252395, 0.33412005223555247, 0.7165751206502412, 1
32, 2, 7, 0.5, 0, 0.09697196786440505, 0.33696226397593987, 0.7774280861061721, 1
32, 2, 7, 0.5, 0, 0.1353352832366127, 0.33427665550367874, 0.7937436499873, 1
32, 2, 7, 0.5, 2, 0.09697196786440505, 0.3340362216617242, 0.7641843408686818, 1
32, 2, 7, 0.5, 0, 0.06948345122280154, 0.3386932062083713, 0.7661330010160018, 1
32, 2, 7, 0.5, 0, 0.035673993347252395, 0.336454484527132, 0.752047879095758, 1
32, 2, 7, 0.5, 1, 0.06948345122280154, 0.3343501285765834, 0.7466741808483617, 1
32, 2, 7, 0.5, 2, 0, 0.3317335002853285, 0.7019304038608077, 1
32, 2, 7, 0.5, 2, 0.06948345122280154, 0.33158504858582977, 0.7469361188722377, 1
32, 2, 7, 0.5, 0, 0, 0.33753059022125365, 0.7230997586995171, 1
32, 2, 7, 0.5, 2, 0.049787068367863944, 0.3317661788974685, 0.7365776606553212, 1
32, 2, 7, 0.5, 1, 0.1353352832366127, 0.33287445437673036, 0.7826470027940057, 1
32, 2, 7, 0.5, 2, 0.513417119032592, 0.2813224480787855, 0.9053173418846837, 1
32, 2, 7, 0.5, 1, 0.049787068367863944, 0.33222821272362224, 0.7448803022606046, 1
32, 2, 7, 0.5, 2, 0.1353352832366127, 0.3321108224693415, 0.7816270320040639, 1
32, 2, 7, 0.5, 0, 0.18887560283756183, 0.3332189982600978, 0.823429959359919, 1
32, 2, 7, 0.5, 2, 0.035673993347252395, 0.33376946312194056, 0.7240006667513337, 1
32, 2, 7, 0.5, 1, 0, 0.3335828773201474, 0.7100107950215899, 1
32, 2, 7, 0.5, 1, 0.36787944117144233, 0.30536623153785875, 0.8694278638557276, 1
32, 2, 7, 0.5, 0, 0.513417119032592, 0.2865631027408431, 0.8991260795021591, 1
32, 2, 7, 0.5, 1, 0.18887560283756183, 0.32965158748233875, 0.808098647447295, 1
32, 2, 7, 0.5, 1, 0.09697196786440505, 0.33125934685725267, 0.7605172085344168, 1
32, 2, 7, 0.5, 2, 0.36787944117144233, 0.31126183216229397, 0.871122523495047, 1
